building_id,damage_state,LAquila_EQ_01,LAquila_EQ_02,LAquila_EQ_03,LAquila_EQ_04,LAquila_EQ_05,LAquila_EQ_06,LAquila_EQ_07,LAquila_EQ_08
shm_Budva,DS0,0.4141414141414141,0.4141414141414141,0.4141414141414141,0.4141414141414141,0.4141414141414141,0.4141414141414141,0.4141414141414141,0.4141414141414141
shm_Budva,DS1,0.4646464646464647,0.4646464646464647,0.4646464646464647,0.4646464646464647,0.4646464646464647,0.4646464646464647,0.4646464646464647,0.4646464646464647
shm_Budva,DS2,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101,0.101010101010101
shm_Budva,DS3,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202
shm_Grenoble,DS2,0.0303030303030303,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202,0.0202020202020202
shm_Grenoble,DS3,0.393939393939394,0.3232323232323232,0.3232323232323232,0.3232323232323232,0.3232323232323232,0.3131313131313131,0.3131313131313131,0.3131313131313131
shm_Grenoble,DS4,0.5757575757575757,0.6565656565656566,0.6565656565656566,0.6565656565656566,0.6565656565656566,0.6666666666666667,0.6666666666666667,0.6666666666666667
shm_Swiss,DS1,0.05,0.01,0.01,0.01,0.0,0.0,0.0,0.0
shm_Swiss,DS2,0.335,0.375,0.375,0.27,0.0,0.0,0.0,0.0
shm_Swiss,DS3,0.28,0.28,0.28,0.385,0.0,0.0,0.0,0.0
shm_Swiss,DS4,0.335,0.335,0.335,0.335,1.0,1.0,1.0,1.0
tile_1,DS0,0.2282392587512731,0.1425873478874564,0.1322122117124919,0.0648174385260826,0.0204530195458803,0.0170434794195032,0.0164776306070855,0.0163655304842246
tile_1,DS1,0.885873407125473,0.6559217884205282,0.6304121129214764,0.407185064163059,0.1929876314243301,0.1763135195214999,0.174338751599862,0.1739563383735003
tile_1,DS2,0.8686623275279999,0.4297678463626653,0.3131218176858965,0.197851984295994,0.1152792510692961,0.0738902597258857,0.0585475340535595,0.051648538117206
