building_id,LAquila_EQ_01,LAquila_EQ_02,LAquila_EQ_03,LAquila_EQ_04,LAquila_EQ_05,LAquila_EQ_06,LAquila_EQ_07,LAquila_EQ_08
shm_Budva,9.999703636363636e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shm_Grenoble,0.1311270661363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shm_Swiss,0.0409481187124999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_1,0.7302268742596114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_2,3.4208154615727957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_3,0.0301391536913085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_4,0.2496749513449429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_5,1.1736266416088337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_6,0.7199449588290225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_7,1.162790856259294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_8,0.9246662559632846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_9,2.5260572833471686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
