building_id,damage_state,forecast_2009_04_06T00_00_00day,forecast_2009_04_06T01_32_41day,forecast_2009_04_06T02_37_05day,forecast_2009_04_06T23_15_37day,forecast_2009_04_07T09_26_29day,forecast_2009_04_07T17_47_38day,forecast_2009_04_09T00_53_00day,forecast_2009_04_09T19_38_17day,forecast_2009_04_13T00_00_00day,forecast_2009_04_13T21_14_25day
tile_4,DS0,12.885992762340814,3.4374007980650245,3.2363670070350543,3.2029032649654523,2.890168596568919,2.283353500650605,2.2842755761635782,2.3051719519453884,2.3193925132836104,2.316546729347494
tile_4,DS1,0.0099940052529798,4.334770423950745,4.387985769369895,4.382318648361697,4.470651652104261,4.4657692863942655,4.479707968022807,4.493763252929635,4.502139044653409,4.499702817180864
tile_4,DS2,0.0016537812673888,1.5359659007109765,1.437274903953048,1.418566030848614,1.3422665663627036,1.3543645580330073,1.3107511809162748,1.300800648480266,1.3008524362756515,1.2988283009702395
tile_4,DS3,0.0004862038356047,0.586291677690244,0.6093002844983235,0.5787041483215203,0.6332789509876504,0.7286314093656552,0.6726583632653522,0.6320001922626192,0.6304470832511709,0.6065813520302429
tile_4,DS4,0.0018732505084057,3.0055716501714853,3.2290722706023867,3.317508427158684,3.5636344747780204,4.067881812280562,4.152607712169994,4.168264654867737,4.147169612133598,4.178341768474272
tile_5,DS0,17.768163493901326,3.635751852549229,3.365488252401601,3.322364367836959,2.9457761158901965,2.2753967476967145,2.269265451019631,2.290235319171718,2.3052305791090344,2.302206935023107
tile_5,DS1,0.0187710398482052,5.077427418756223,5.006393702941304,4.974616698263175,4.974123742606329,4.872163770144597,4.885750916750899,4.9018320537379925,4.912272840938379,4.908857135433559
tile_5,DS2,0.004922543510445,2.08528045068719,1.807599885923295,1.7346829711567282,1.5727577643662176,1.5214120413535668,1.4633301329766129,1.4488848292486924,1.4498205471658816,1.4448806674963477
tile_5,DS3,0.0019559711361948,1.0480176257187623,1.037857016098382,0.9995533641008258,0.9531100674287136,0.9537805689431345,0.9154771342570908,0.8961157905860706,0.8958643330095463,0.8870333791241887
tile_5,DS4,0.0061869515986237,5.953522321888567,6.5826602252296444,6.768782136481679,7.354231531331087,8.177245860743469,8.26617479162815,8.262930569847656,8.236810262428929,8.257020435177859
tile_6,DS0,11.26643603795996,0.4529780410369342,0.3071822753016549,0.2853373497951909,0.1639007069272584,0.0644655879770226,0.0571461873316596,0.0569430448641201,0.0578717143161717,0.0574357728637534
tile_6,DS1,0.0203038735132864,2.5125148160163717,2.111512202200388,2.043959329260796,1.5577228265025,0.9348363591892144,0.8905674373468221,0.8955815385436569,0.9055998754771284,0.9021416160991924
tile_6,DS2,0.0058290007265263,2.0038368173575654,1.5711328136797733,1.4205522065227614,1.137421156960957,0.823431283439823,0.711419263962738,0.6763508926281586,0.6834915873089951,0.6633353252388586
tile_6,DS3,0.0024545524409686,1.327411137116587,1.3305360285342849,1.2788078935042442,1.1196857490332404,0.8612464576874003,0.7962558270150599,0.7723107690785934,0.779670607082978,0.7609123942089892
tile_6,DS4,0.0049765351704348,5.003259544677515,5.979637062295714,6.271343582717332,7.321269892487992,8.616020801236564,8.844611819690126,8.898814369222265,8.873366819477729,8.916175773095338
tile_7,DS0,19.57822098252205,5.512748309653582,5.157609729828127,5.099486321336096,4.577872068601264,3.617504364170344,3.607906129300379,3.639174425292256,3.661556988473457,3.656996296892171
tile_7,DS1,0.0142388870295155,5.636073740233751,5.543894978524375,5.508266451209236,5.404160318443169,5.087467098576361,5.071567047498016,5.088809002358744,5.104495459409172,5.0991796412201165
