building_id,LAquila_EQ_01,LAquila_EQ_02,LAquila_EQ_03,LAquila_EQ_04,LAquila_EQ_05,LAquila_EQ_06,LAquila_EQ_07,LAquila_EQ_08
shm_Budva,8.818080808080809e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shm_Grenoble,0.0007686280136363554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shm_Swiss,0.016207936355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_1,0.08916091696117177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_2,0.05920307565243374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_3,0.005737418389695434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_4,0.013479958788666535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_5,0.021952139425535824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_6,0.020394905975070335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_7,0.01613315649438671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_8,0.05217514608573628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_9,0.04408527305348673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
