building_id,damage_state,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,DS0,0.9998358947924776,0.8898398797624072,0.8775002387069145,0.8999459679677598,0.3995866791515917,0.3993681702760655,0.3981452015082322,0.3999647641275761,0.3981809593562933,0.3965368258183225,0.3917890463508913,0.388473872320326
shm_Budva,DS1,0.0001213573535612,0.1052925962085642,0.1120181891155055,0.1000313351448767,0.5990087478142132,0.5981771842591076,0.2983189530581503,0.2999818696498924,0.2992055441750826,0.2983478956647102,0.2960004078932334,0.2943405122404828
shm_Budva,DS2,2.521810843067401e-05,0.0022062900280576,0.0048797115859452,1.301289294178114e-05,0.0006225843468423,0.0011728333816168,0.2998452839734499,0.2999973555347148,0.29971400862377,0.2994899292591537,0.2987138435165503,0.2979933769221448
shm_Budva,DS3,8.055165331682523e-06,0.00089080928454,0.0019077277796126,4.120742876419853e-06,0.0002496924676083,0.0004472003073612,0.0011658077220575,2.054480705888422e-05,0.0009276114678668,0.0018321165829276,0.0042777902672834,0.0057551954512893
shm_Budva,DS4,9.474555867871965e-06,0.0017704245153765,0.00369413255629,5.563209882537566e-06,0.0005322963326282,0.0008346119222397,0.0025247536168313,3.5465911589325686e-05,0.001971876438784,0.0037932326725956,0.0092189117020197,0.0134370429398082
shm_Grenoble,DS0,0.9997365192189752,0.1689314347735913,0.1654947809052666,0.1716978844961648,0.1714260346890609,0.1712159606035979,0.1620298777271889,0.1632424040998385,0.1621732613706353,0.1611361540739703,0.1582766722867216,0.1564800609975468
shm_Grenoble,DS1,0.0001791772784502,0.2687782379550767,0.263659639882128,0.272686280069527,0.2720814383092558,0.2715166772484598,0.1920432462538131,0.193852641183041,0.1928962777518072,0.1918865596409342,0.1891419113669865,0.1873239139648852
shm_Grenoble,DS2,4.5041172041201616e-05,0.28150613265195,0.2800694665223307,0.2828286742914918,0.2828071855435644,0.2828774170527264,0.3254957696509125,0.326513042361406,0.3255168922956481,0.3245932405764172,0.3218889943491035,0.3199547399713894
shm_Grenoble,DS3,1.5373674112204856e-05,0.2609707645178064,0.2589536567336958,0.2626159385809493,0.262439752425637,0.2623225070130198,0.3048044823664149,0.3061026817334228,0.3051654005652635,0.3042577865457083,0.3016596313439334,0.2998214805698943
shm_Grenoble,DS4,2.388863900219468e-05,0.0198134300568807,0.0318224561446594,0.0101712226634404,0.0112455891019517,0.0120674384101114,0.0156266254529675,0.0102892306574101,0.0142481684570254,0.0181262598240036,0.0290327923752279,0.0364198064841703
shm_Swiss,DS0,0.9986277961972988,7.106586972487463e-08,2.017163863129432e-07,7.611510611709782e-09,6.502143490164763e-08,1.3570879338938994e-07,6.05378347625053e-08,4.272461170215503e-11,4.3455005210263274e-09,8.857276949599159e-09,4.006190443719703e-07,5.368864434842819e-07
shm_Swiss,DS1,0.0012059297302703,7.182456848400963e-09,2.6956930106296734e-08,3.8780225297e-10,3.488640824445761e-09,1.0670678046845888e-08,5.006756698692167e-08,0.0,3.9301370684003285e-09,2.2447671912433108e-09,5.0266301944018446e-08,8.595481220366748e-08
shm_Swiss,DS2,0.0001196413194175,0.0584873317781618,0.0573459462080955,0.0593990318371381,0.0494170603266019,0.0493505127228804,7.07318727294461e-09,0.0,1.2060990984048324e-09,3.351734703838905e-10,7.062218243661832e-09,1.4824600656152217e-08
