building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.00021824750000000003,0.00021824750000000003,0.0029407774999997225,0.0029407774999997225,0.0029407774999997225,0.027851552499999717,0.027851552499999717,0.027851552499999717,0.027851552499999717
shm_Grenoble,0.016930715151515133,0.016930715151515133,0.03101082679117722,0.03101082679117722,0.03101082679117722,0.11804553169830814,0.11804553169830814,0.11804553169830814,0.11804553169830814
shm_Swiss,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287,3.030454312871287
tile_1,8.933580215006947,8.933580215006947,8.9358748725405,8.9358748725405,8.9358748725405,8.936756638477325,8.936756638477325,8.936756638477325,8.936756638477325
tile_2,7.391460136651397,7.391460136651397,7.395275045322401,7.395275045322401,7.395275045322401,7.396338745982213,7.396338745982213,7.396338745982213,7.396338745982213
tile_3,0.5385747846516115,0.5385747846516115,0.5462794116139501,0.5462794116139501,0.5462794116139501,0.5505626974778282,0.5505626974778282,0.5505626974778282,0.5505626974778282
tile_4,1.361717146398445,1.361717146398445,1.3705867015655115,1.3705867015655115,1.3705867015655115,1.3744949128432649,1.3744949128432649,1.3744949128432649,1.3744949128432649
tile_5,2.8979044473382776,2.8979044473382776,2.905498069618308,2.905498069618308,2.905498069618308,2.9087381759534674,2.9087381759534674,2.9087381759534674,2.9087381759534674
tile_6,2.4498231430152706,2.4498231430152706,2.456353140465476,2.456353140465476,2.456353140465476,2.4581429413233,2.4581429413233,2.4581429413233,2.4581429413233
tile_7,1.5956674586614576,1.5956674586614576,1.6031283681912152,1.6031283681912152,1.6031283681912152,1.6066033429319462,1.6066033429319462,1.6066033429319462,1.6066033429319462
tile_8,5.263335252309751,5.263335252309751,5.268654153592862,5.268654153592862,5.268654153592862,5.270704115214985,5.270704115214985,5.270704115214985,5.270704115214985
tile_9,6.210967346620019,6.210967346620019,6.21571858823713,6.21571858823713,6.21571858823713,6.217245916745537,6.217245916745537,6.217245916745537,6.217245916745537
