building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,7.85691e-06,7.85691e-06,0.00010586799,0.00010586799,0.00010586799,0.00100265589,0.00100265589,0.00100265589,0.00100265589
shm_Grenoble,0.0087001389772727,0.0087001389772727,0.0159354463452318,0.0159354463452318,0.0159354463452318,0.0600882741558878,0.0600882741558878,0.0600882741558878,0.0600882741558878
shm_Swiss,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792,0.055878712920792
tile_1,0.7146828996382395,0.7146828996382395,0.7147791420795441,0.7147791420795441,0.7147791420795441,0.7148378127146189,0.7148378127146189,0.7148378127146189,0.7148378127146189
tile_2,3.337448314412203,3.337448314412203,3.338437412800816,3.338437412800816,3.338437412800816,3.3388425408300355,3.3388425408300355,3.3388425408300355,3.3388425408300355
tile_3,0.0274843671085902,0.0274843671085902,0.027691441528630498,0.027691441528630498,0.027691441528630498,0.027806942085976998,0.027806942085976998,0.027806942085976998,0.027806942085976998
tile_4,0.2342105375208709,0.2342105375208709,0.234996017561165,0.234996017561165,0.234996017561165,0.2353595116023001,0.2353595116023001,0.2353595116023001,0.2353595116023001
tile_5,1.1295144955741956,1.1295144955741956,1.131054199252861,1.131054199252861,1.131054199252861,1.131788675285677,1.131788675285677,1.131788675285677,1.131788675285677
tile_6,0.690374701792172,0.690374701792172,0.6913291683608964,0.6913291683608964,0.6913291683608964,0.6916734102844622,0.6916734102844622,0.6916734102844622,0.6916734102844622
tile_7,1.0981027933153236,1.0981027933153236,1.1007282047939884,1.1007282047939884,1.1007282047939884,1.1021251633163607,1.1021251633163607,1.1021251633163607,1.1021251633163607
tile_8,0.9006285744030407,0.9006285744030407,0.9011081391507879,0.9011081391507879,0.9011081391507879,0.9013118634793802,0.9013118634793802,0.9013118634793802,0.9013118634793802
tile_9,2.459481721843653,2.459481721843653,2.4605280716338718,2.4605280716338718,2.4605280716338718,2.4609793011012946,2.4609793011012946,2.4609793011012946,2.4609793011012946
