building_id,damage_state,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,DS0,0.9,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
shm_Budva,DS1,0.1,0.0,0.5,0.0,-0.3,0.0,0.0,0.0,0.0
shm_Budva,DS2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
shm_Grenoble,DS0,0.1717171717171717,0.0,0.0,0.0,-0.008451865594722718,0.0,0.0,0.0,0.0
shm_Grenoble,DS1,0.2727272727272727,0.0,0.0,0.0,-0.0788497217068646,0.0,0.0,0.0,0.0
shm_Grenoble,DS2,0.2828282828282828,0.0,0.0,0.0,0.04370232941661517,0.0,0.0,0.0,0.0
shm_Grenoble,DS3,0.2626262626262626,0.0,0.0,0.0,0.04349618635332919,0.0,0.0,0.0,0.0
shm_Grenoble,DS4,0.0101010101010101,0.0,0.0,0.0,0.00010307153164289956,0.0,0.0,0.0,0.0
shm_Swiss,DS2,0.0594059405940594,0.0,-0.009900990099009903,0.0,-0.0495049504950495,0.0,0.0,0.0,0.0
shm_Swiss,DS3,0.4851485148514851,0.0,0.009900990099009799,0.0,-0.22504950495049486,0.0,0.0,-0.010000000000000009,0.0
shm_Swiss,DS4,0.4554455445544554,0.0,0.0,0.0,0.2745544554455446,0.0,0.0,0.010000000000000009,0.0
tile_1,DS0,0.2603535205125808,-0.013478571981188708,-0.0038688034564274,-0.05337000265716971,-0.1771404910500092,-0.0029830805020711997,-0.0081965592514389,-0.0004092949976551999,-7.40804814629997e-06
tile_1,DS1,0.9742055088281631,-0.03719692281447351,-0.014475263655185588,-0.1227762398775668,-0.677147924201563,-0.017428898347134195,-0.07940335617604441,-0.005327532997853199,-4.701332154869939e-05
tile_1,DS2,0.9303452670574188,-0.22616738226497546,-0.10653821969754063,-0.21070380797027616,-0.23887406988069418,-0.0725269977956486,-0.051033810599619804,-0.0127193227860971,-0.0014981439712569
tile_1,DS3,0.8327973783016205,-0.14374185634369496,-0.09511330138570884,-0.1868982696489639,-0.2803301404346712,-0.0391551064603845,-0.0644859604144586,-0.008971184947938601,-0.0021771016961713
tile_1,DS4,9.802298307418823,0.4205847719422309,0.21999545536576193,0.5737485315762285,1.3734926055185497,0.1320933217120892,0.20311966744520937,0.027427161696550684,0.0037297777379805552
tile_2,DS0,0.2112263180315494,-0.030170551389197386,-0.01220052653587092,-0.0634743132149645,-0.10165774609595239,-0.0014703441181436,-0.0020578568022886997,-7.881509911669999e-05,2.4122610129199995e-05
tile_2,DS1,1.8534072041511536,-0.14754973957315087,-0.06105851964093745,-0.40960916155017935,-1.1185170081444082,-0.0344945186079712,-0.0696556928087376,-0.0047185501759941,-0.0002419831501469993
tile_2,DS2,2.917291224002838,-0.5020938045927323,-0.25061676432960667,-0.6479149998922367,-1.1867365161888301,-0.12970322843466423,-0.1601384152891115,-0.0182987818972151,-0.0019060409100646013
tile_2,DS3,1.9437937140464785,-0.0193140783667336,-0.07432150958629768,-0.24826312740333378,-1.1338757739868015,-0.13704668420359672,-0.24640140063456778,-0.0339532925782749,-0.004685779547914999
tile_2,DS4,14.574281454086304,0.6991272667655721,0.39819722786887546,1.3692618862714898,3.540786333673168,0.3027148655537495,0.47825295990242367,0.057049349861301835,0.006808896077007631
tile_3,DS0,4.365078300237656,-0.00013892030716533554,-2.8119087431832668e-06,-0.005811268806422021,-1.087619130015411,-0.003865087747553453,-0.44237772595881175,-0.006228315770691495,2.0909315034955966e-07
tile_3,DS1,2.2119012475013733,0.0001342447701873084,2.8916432737169373e-06,0.0050598255828013805,0.5381507096317364,0.002801949216518107,0.21970250637969002,0.003649526392109692,3.1478356277148123e-07
tile_3,DS2,0.5690202414989471,-0.002313721620534892,-0.0006576563602500585,-0.014555330151014734,0.040421112960348116,-0.017291961434024117,-0.06514222620920584,-0.02188994981287351,-0.000308224889488784
tile_3,DS3,0.2074505873024463,0.0007469808054736959,0.00014481762596568748,0.006071161974887218,0.13375628291896646,-0.001627119931754295,0.02734912813025403,-0.007929946634249119,-0.0004046227882099074
tile_3,DS4,0.5465494319796562,0.0015715502068935905,0.0005126927768503986,0.009235632224031454,0.37529098107195535,0.01998211389337534,0.2604685463763321,0.03239870233343556,0.0007124925784176561
tile_4,DS0,3.7033578157424927,-0.0019218015671640387,-0.0001633996962087103,-0.046498745918219786,-2.016978801250554,-0.028449952602468187,-0.6601807985304831,-0.03320797800986941,-1.3836860862426192e-05
tile_4,DS1,4.355211853981018,0.0009216773905791342,4.350834933575243e-05,0.023079033664544113,-0.480239812284708,0.0011020824313159316,-0.5497830882668491,-0.01442111935466528,-2.645561016834108e-05
tile_4,DS2,1.4980366230010986,-0.014025386787352545,-0.004623446518134955,-0.06058330649844734,0.29210045776562765,-0.0888473937229719,-0.12030200791195944,-0.1064457852044145,-0.0029457605994585023
tile_4,DS3,0.5587712824344635,-0.03401046761958071,-0.024430640407318904,-0.0021195684315085117,0.44678137004666507,-0.07438522230950195,0.133752229885431,-0.09671854625048593,-0.04308986499305789
tile_4,DS4,2.78462290763855,0.049036181355290864,0.02917375829852631,0.08612245270975905,1.7583367724728305,0.1905810441239737,1.196513747854624,0.25079307072155643,0.04607614470904409
tile_5,DS0,3.921482425183058,-0.010476911515069798,-0.0030867072342681823,-0.0819892900137158,-2.1808022347886507,-0.0382385663017728,-0.6865349777950726,-0.0395039460109925,-3.8496913803420796e-05
tile_5,DS1,5.148625701665878,-0.025682797597255558,-0.011057921990868635,-0.04709843707678374,-0.8575965147465467,-0.003842318255919963,-0.6585951644956367,-0.018067704711029364,-5.122392173007029e-05
tile_5,DS2,2.079672396183014,-0.08822075730222423,-0.043622784300438866,-0.15614442125725247,0.07883027431671485,-0.11519194918218978,-0.16667048219824232,-0.10797692312371487,-0.0032539816345207306
tile_5,DS3,1.0280925333499908,-0.010132704698136763,-0.01407375915711917,-0.03630164270344416,0.20118466690473724,-0.04884174553444609,0.03578187654056819,-0.05664432558785393,-0.008711153863846244
tile_5,DS4,5.622126936912537,0.13451311058815918,0.07184122508514967,0.32153358324031167,2.758383809661609,0.2061148029861215,1.4760185887753323,0.22219301764039123,0.012054774354806952
tile_6,DS0,0.5186181664466858,-0.017419725060499047,-0.004948461651778757,-0.08200680160496887,-0.3695857378693788,-0.008577645152975301,-0.029043386903987698,-0.0018365826843976,-4.235767415000473e-06
