building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,1.9370866995941333e-07,0.0,0.0,5.65695519349878e-07,0.0,0.0,0.0,2.3560464591914685e-06,0.0,0.0,0.0,0.0
shm_Grenoble,5.117547459905613e-07,0.0,0.0,2.366444291720295e-06,0.0,0.0,0.0,2.2267534101299956e-06,0.0,0.0,0.0,0.0
shm_Swiss,2.910618690992309e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_1,0.00010965217568617763,0.0,0.0,4.629709606145878e-06,0.0,0.0,0.0,7.531360924473871e-07,0.0,0.0,0.0,0.0
tile_2,0.00012099958537589625,0.0,0.0,6.624216829365779e-06,0.0,0.0,0.0,7.301202433739805e-07,0.0,0.0,0.0,0.0
tile_3,2.491799692637172e-06,0.0,0.0,2.8589534887680727e-07,0.0,0.0,0.0,5.680970956745712e-07,0.0,0.0,0.0,0.0
tile_4,9.358261685265234e-06,0.0,0.0,1.4395082483480086e-06,0.0,0.0,0.0,2.3028421247661728e-06,0.0,0.0,0.0,0.0
tile_5,2.5136897624249792e-05,0.0,0.0,2.2240620607331663e-06,0.0,0.0,0.0,1.7121597806040566e-06,0.0,0.0,0.0,0.0
tile_6,3.536306452354934e-05,0.0,0.0,4.410017826929935e-06,0.0,0.0,0.0,2.152943737315108e-06,0.0,0.0,0.0,0.0
tile_7,1.2820234909011401e-05,0.0,0.0,2.281989797769331e-06,0.0,0.0,0.0,3.0582297181007006e-06,0.0,0.0,0.0,0.0
tile_8,8.492216937083394e-05,0.0,0.0,3.3510499445821904e-06,0.0,0.0,0.0,1.223855897673915e-06,0.0,0.0,0.0,0.0
tile_9,6.349967586189215e-05,0.0,0.0,4.1864053818049305e-06,0.0,0.0,0.0,6.716869527975197e-07,0.0,0.0,0.0,0.0
