building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,40000.0,0.0,200000.0,0.0,240000.0,0.0,0.0,0.0,0.0
shm_Grenoble,5593434.343434343,-9.313225746154785e-10,0.0,0.0,720341.1667697364,0.0,0.0,0.0,0.0
shm_Swiss,982079.207920792,0.0,5792.079207920702,0.0,171728.71287128748,-2.3283064365386963e-10,0.0,5200.0,0.0
tile_1,2023696.9451330337,58576.065511949826,28720.084211979527,82497.93125046603,211149.34893446183,17579.69360994734,27224.393219488673,3498.4109060829505,386.2848321227357
tile_2,9662775.214522129,354671.3362522591,185075.12458180077,678057.2345860507,1765956.7102441043,141319.7715032529,228480.9733845424,26522.22529790178,2965.586009774357
tile_3,228199.7513982121,485.0744387246086,145.54408114997204,3106.054718213418,129701.9970088031,4664.71037050389,74233.59728155786,6831.236703042407,122.14547207282158
tile_4,1630639.0409841165,13268.957904896233,7057.724731734488,36195.49678247445,933344.4480134977,63151.444395210594,560932.4531326401,82820.06139569078,10224.243776558898
tile_5,5016578.039438846,86943.78983252682,43082.60529178288,207094.77960821427,2052710.5234382274,116562.11274554022,1019703.480291672,122164.08622033149,4700.255369190127
tile_6,4980746.81500641,133645.71109454427,62441.92132076621,382451.1060330253,2319589.2049228875,245169.55104069412,820551.2302657636,133369.33624706045,10280.824736800045
tile_7,6972552.346891632,41586.35919520818,17200.178681246936,181185.957872835,4102176.193800858,276145.3033479173,2459389.5274972264,354701.752312785,18430.29035829939
tile_8,2951468.269384516,91018.78709897213,46562.50451589702,156675.48572094645,678244.7834601486,44769.53576844465,267193.83943587355,38210.01240677945,4646.271816909313
tile_9,7732562.422884063,263232.4954027673,134260.90939466842,541065.1098178495,1768081.6660670862,142593.7147105951,361649.13986025006,44214.91637672298,3321.0002177339047
