building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,0.0024158239602563776,0.7900483385497533,1.1171635421533077,0.501155434680276,3.0725936864025702,3.1187716327835195,6.311697855951794,6.004648960725739,6.244582180322586,6.473338680516466,7.139268281040049,7.630619237649931
shm_Grenoble,0.004882788395849321,23.206072054042526,24.238805219641538,22.379940095691616,22.473459034539527,22.546838908877874,25.693584282020897,25.262042810832963,25.58197565448705,25.896424581882904,26.77690158270315,27.36721015457222
shm_Swiss,0.011291346672115106,75.85911459121789,76.24847286531563,75.5468391853514,76.02565207799056,76.05163704665917,89.27547048889423,89.20127383220247,89.25978493045045,89.31718202975983,89.8659421064085,89.96505923814334
tile_1,0.028211979375717875,82.8557505888665,85.7645258943079,84.67745000162094,85.91775853376443,89.29765992701226,97.8399473112002,97.78121581300698,98.5152809617296,99.61351606900013,99.75972011383931,99.77840069936829
tile_2,0.029486892215367287,74.65022467176058,78.19999397157886,76.58800719009028,78.10973280547124,83.35239434697499,96.76820149907174,96.67990592494992,97.79191764536215,99.52112196612285,99.72940893823066,99.75639669680345
tile_3,0.001161389675752243,12.53269401373256,12.745180159950497,12.373696759487233,12.398306427968448,12.575577764402343,19.670769802047914,19.567562461887977,19.878543425479066,23.941988731443196,24.465498305171447,24.61936236708646
tile_4,0.0034786782613688188,28.299260825976663,28.94676567668157,28.153418407285052,28.310639409972353,28.94830813774715,45.072264492745084,44.878391360889616,46.08683856964687,55.79359705748058,57.499821843507185,57.894669201894814
tile_5,0.00956016587454635,40.29199960400494,41.51354510651562,40.50915617521109,40.90239657388603,42.57198569127572,58.93095710408861,58.78595903441967,59.816028660858414,67.97329876836933,69.16347849752205,69.37302045130764
tile_6,0.013133191686702848,52.63376995060424,54.990209689383605,53.21217797849739,53.95456935702848,57.99801405739578,82.19145203512849,81.96842621921532,84.64927153166553,93.1807828683575,94.67636643683815,94.85580882751333
tile_7,0.0044044787352498,31.757628745315102,32.44069743227411,31.51935372054001,31.636937740763184,32.47174501061053,51.03231089920126,50.84427431660033,52.22912605700423,63.37495205080009,65.27496129266841,65.58500015285173
tile_8,0.019065814792837532,55.36290320953664,57.62771637965704,56.49781649903963,57.4323538848273,60.37059007237892,72.97968161519111,72.86201427361945,73.76108794435441,78.76547669347332,79.61293761636887,79.8048484460701
tile_9,0.024078358367044823,66.74018387460862,69.80293590391142,68.24649422008662,69.4896747409856,74.16330753097502,89.20293445610591,89.09403974029448,90.36062053791419,93.43986235379779,93.85832312887264,93.91972383055187
