building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shm_Grenoble,2.4646535858577777e-05,0.0,2.0496829183778942e-05,0.0,0.0,0.0001218079164471111,0.0,0.0,0.0
shm_Swiss,0.022134754915841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_1,0.08722018443486412,0.0,1.7826208134656042e-06,0.0,0.0,6.043048392438428e-06,0.0,0.0,0.0
tile_2,0.05775261413169983,0.0,5.950748516315692e-06,0.0,0.0,5.789186460282424e-06,0.0,0.0,0.0
tile_3,0.005231821431139991,0.0,4.874922195405493e-12,0.0,0.0,1.5806829476495148e-07,0.0,0.0,0.0
tile_4,0.012638397681566696,0.0,3.3692381000041087e-09,0.0,0.0,2.015141975628216e-06,0.0,0.0,0.0
tile_5,0.021081900975476946,0.0,1.4970180155161794e-06,0.0,0.0,3.6709768556620953e-06,0.0,0.0,0.0
tile_6,0.019533207342048855,0.0,2.3015329378295217e-07,0.0,0.0,5.045085527983811e-06,0.0,0.0,0.0
tile_7,0.015227704909305702,0.0,3.533402014891929e-08,0.0,0.0,5.1189642444891115e-06,0.0,0.0,0.0
tile_8,0.050799126365951776,0.0,2.7808070178975526e-06,0.0,0.0,3.089780707949907e-06,0.0,0.0,0.0
tile_9,0.042889114643231994,0.0,4.771446598609035e-06,0.0,0.0,5.534960358745919e-06,0.0,0.0,0.0
