building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.5,0.5,3.0,3.0,6.0,6.0,6.0,6.0,6.0
shm_Grenoble,22.373737373737374,22.373737373737367,22.373737373737367,22.373737373737367,25.25510204081631,25.25510204081631,25.25510204081631,25.25510204081631,25.25510204081631
shm_Swiss,75.54455445544555,75.54455445544555,75.99009900990097,75.99009900990097,89.20000000000002,89.2,89.2,89.60000000000001,89.60000000000001
tile_1,82.2898890141406,84.67177625346066,85.83962529724386,89.19425091093758,97.78024820218847,98.49509389069154,99.60212342982135,99.7443798313442,99.76008738876267
tile_2,73.86863762773338,76.57997964210496,77.99481616765036,83.178333639652,96.67847344412921,97.75881514297356,99.50547465362939,99.70822806619634,99.73089896492333
tile_3,12.34692960257048,12.3731749420603,12.38104972068306,12.549105289159957,19.566735310964816,19.81912318697301,23.835591189962003,24.205200701603307,24.21180947981501
tile_4,27.924417352809915,28.151646009220332,28.2725083496996,28.892350100720172,44.87571566795657,45.95717345561039,55.56304669568566,56.98132621768389,57.15641466040952
tile_5,39.81599332388227,40.506056017676656,40.847997618342944,42.4916846690509,58.78380807559154,59.70894793515469,67.80221522701054,68.77181729501922,68.80912267229611
tile_6,51.81516482922205,53.20549338963363,53.85508241024814,57.83375625861839,81.96465498791044,84.51517625913944,93.05144578381045,94.43889919139677,94.54585155177628
tile_7,31.330419409883632,31.517283274146596,31.594570440337417,32.40871019417778,50.84140087197765,52.08223030451919,63.13323452152076,64.72704896887079,64.80986351052552
tile_8,54.802906337795235,56.492944518488564,57.35751778878498,60.26667051743151,72.86032965570709,73.69161105586807,78.6528702056043,79.36235427928244,79.44862632287622
tile_9,65.99276720025593,68.23929814803691,69.38513421805112,74.00279934374338,89.0923124182834,90.30926396739306,93.3957217532804,93.77306945817477,93.80141219661712
