building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,1.1401623901207048e-06,0.0,0.0,3.907269636799545e-06,0.0,0.0,0.0,1.1423422397261862e-05,0.0,0.0,0.0,0.0
shm_Grenoble,3.340229614185129e-05,0.0,0.0,0.0001597885310281,0.0,0.0,0.0,0.0001203180845595,0.0,0.0,0.0,0.0
shm_Swiss,7.279128393093123e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tile_1,0.0004261035569808,0.0,0.0,2.439302272967508e-05,0.0,0.0,0.0,3.4222964985532447e-06,0.0,0.0,0.0,0.0
tile_2,0.0020909155190431,0.0,0.0,0.0001596984741516,0.0,0.0,0.0,1.39671310840878e-05,0.0,0.0,0.0,0.0
tile_3,5.880546771347263e-06,0.0,0.0,1.4865872018811736e-05,0.0,0.0,0.0,8.025531093331355e-06,0.0,0.0,0.0,0.0
tile_4,6.447599511411441e-05,0.0,0.0,6.42523357191064e-05,0.0,0.0,0.0,3.5174957822482446e-05,0.0,0.0,0.0,0.0
tile_5,0.0005648551160997,0.0,0.0,0.0001492567158463,0.0,0.0,0.0,6.428952982153795e-05,0.0,0.0,0.0,0.0
tile_6,0.0002934064873387,0.0,0.0,0.0001027110370706,0.0,0.0,0.0,2.5158612923540462e-05,0.0,0.0,0.0,0.0
tile_7,0.0003370142554519,0.0,0.0,0.000244383706178,0.0,0.0,0.0,0.0001404763554893,0.0,0.0,0.0,0.0
tile_8,0.000560048463844,0.0,0.0,5.202698815102651e-05,0.0,0.0,0.0,1.689670179922591e-05,0.0,0.0,0.0,0.0
tile_9,0.0014884506959342,0.0,0.0,0.0001522912101827,0.0,0.0,0.0,2.1225109803646025e-05,0.0,0.0,0.0,0.0
