building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.0,0.0,3.4848384e-05,3.4848384e-05,3.4848384e-05,0.00044920582954450003,0.00044920582954450003,0.00044920582954450003,0.00044920582954450003
shm_Grenoble,0.0018840549489795,0.0018840549489795,0.0038426096677070002,0.0038426096677070002,0.0038426096677070002,0.0297724611201432,0.0297724611201432,0.0297724611201432,0.0297724611201432
shm_Swiss,0.00047586425,0.00047586425,0.00074190375,0.00074190375,0.00074190375,0.0008633302499999999,0.0008633302499999999,0.0008633302499999999,0.0008633302499999999
tile_1,0.1361380486777413,0.1361380486777413,0.1364439539049941,0.1364439539049941,0.1364439539049941,0.14299923749924068,0.14299923749924068,0.14299923749924068,0.14299923749924068
tile_2,0.6522567229760907,0.6522567229760907,0.6545575206385225,0.6545575206385225,0.6545575206385225,0.6879270885874491,0.6879270885874491,0.6879270885874491,0.6879270885874491
tile_3,0.0002718179706481,0.0002718179706481,0.00030078222113425867,0.00030078222113425867,0.00030078222113425867,0.00033851461741087204,0.00033851461741087204,0.00033851461741087204,0.00033851461741087204
tile_4,0.0056095889943387,0.0056095889943387,0.005843149317937901,0.005843149317937901,0.005843149317937901,0.0063702067414873,0.0063702067414873,0.0063702067414873,0.0063702067414873
tile_5,0.1498546937256512,0.1498546937256512,0.15082239842441078,0.15082239842441078,0.15082239842441078,0.1599180540462594,0.1599180540462594,0.1599180540462594,0.1599180540462594
tile_6,0.0591358284610821,0.0591358284610821,0.0604023676381169,0.0604023676381169,0.0604023676381169,0.0657816974997596,0.0657816974997596,0.0657816974997596,0.0657816974997596
tile_7,0.0416293912494507,0.0416293912494507,0.0424940553035967,0.0424940553035967,0.0424940553035967,0.0461369978677474,0.0461369978677474,0.0461369978677474,0.0461369978677474
tile_8,0.1776985947680182,0.1776985947680182,0.1782941738527771,0.1782941738527771,0.1782941738527771,0.1857658065751687,0.1857658065751687,0.1857658065751687,0.1857658065751687
tile_9,0.4528067835217263,0.4528067835217263,0.45466229971537864,0.45466229971537864,0.45466229971537864,0.48095463402607164,0.48095463402607164,0.48095463402607164,0.48095463402607164
