building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.0,1.4500000000000002,1.4500000000000002,1.4500000000000002,1.4500000000000002,2.871287128712871,2.871287128712871,2.871287128712871,2.871287128712871
shm_Grenoble,7.346938775510198,7.346938775510198,7.346938775510198,7.346938775510198,15.505050505050502,15.505050505050502,15.505050505050502,16.060606060606055,16.212121212121215
shm_Swiss,5.0,5.0,5.0,5.0,5.0,5.0,51.7,74.2,79.10000000000001
tile_1,20.632962857355995,21.221507977822558,21.611128962760002,24.384776865010664,47.078569549520054,60.15287003692531,83.94124708181285,92.2142929163889,93.74195020954443
tile_2,19.879562647736275,20.36481897919039,20.68717627066973,23.54926224440842,47.49647377097289,62.01239607978513,86.02859616729161,93.97200581347604,95.44053829519021
tile_3,0.31265525193645777,0.3126768264672818,0.3126859890443805,0.313566396936431,0.6567106271508593,0.7619325308407975,2.8162501245691764,3.70323496041952,3.7641608722265074
tile_4,1.1905367919933998,1.1944422560038634,1.1974272728159143,1.2088069052587382,2.5845071326153564,3.0906527496161402,10.139375174093692,13.742323173396104,14.190143126512467
tile_5,5.536754406251532,5.626235381877717,5.684662148766477,6.2592740114146865,12.889697245458178,16.692035261357656,28.811615764914105,34.00579702208067,34.661716077909304
tile_6,7.379974348703604,7.426977405666017,7.454948684940031,7.93942844377218,17.97198184685773,24.756252253946627,49.5501022046924,63.98546776664893,66.88734380185484
tile_7,1.700227000421348,1.7014388598723986,1.7021467497898937,1.7204973701782569,3.7950318628532194,4.688872478935852,14.174457709849921,19.42217667170007,20.06476359699851
tile_8,12.784646528118262,13.121331056789579,13.343239032756546,15.262277241274594,29.932275502975852,38.21118154839431,52.49990882280996,57.184973856721946,57.882028570829426
tile_9,16.008661457633437,16.323658981368563,16.529227033681643,18.54745990104801,38.00780028035254,50.15511866194432,73.22862858871108,81.72375623473566,83.2834101405673
