building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,6.386409767486101e-08,0.0,0.0,9.584083607873378e-06,0.0,0.0,0.0,1.2314172063098462e-05,0.0,0.0,0.0,0.0
shm_Grenoble,2.6684597231899455e-07,0.0,0.0,2.6861525023733333e-05,0.0,0.0,0.0,2.7300524053888886e-05,0.0,0.0,0.0,0.0
shm_Swiss,2.350635326168421e-05,0.0,0.0,0.00015111409371300184,0.0,0.0,0.0,7.906620555789135e-05,0.0,0.0,0.0,0.0
tile_1,0.00018009664571407604,0.0,0.0,0.00010220102935691073,0.0,0.0,0.0,7.91533324275595e-05,0.0,0.0,0.0,0.0
tile_2,0.00019325515632200152,0.0,0.0,0.00011695854946577271,0.0,0.0,0.0,8.193636471620381e-05,0.0,0.0,0.0,0.0
tile_3,2.541188304357133e-07,0.0,0.0,6.080906508284948e-06,0.0,0.0,0.0,5.659259538001762e-06,0.0,0.0,0.0,0.0
tile_4,1.6636252509034281e-06,0.0,0.0,1.546326535741683e-05,0.0,0.0,0.0,1.4321006543787582e-05,0.0,0.0,0.0,0.0
tile_5,4.849762725724421e-05,0.0,0.0,4.344223637017058e-05,0.0,0.0,0.0,3.4709372046162123e-05,0.0,0.0,0.0,0.0
tile_6,2.063445757137528e-05,0.0,0.0,5.683024541258545e-05,0.0,0.0,0.0,4.2317234517968245e-05,0.0,0.0,0.0,0.0
tile_7,3.6143939822382543e-06,0.0,0.0,1.546474528263943e-05,0.0,0.0,0.0,1.4593980781327592e-05,0.0,0.0,0.0,0.0
tile_8,0.0001397320375718901,0.0,0.0,7.821134569687111e-05,0.0,0.0,0.0,5.115376599134889e-05,0.0,0.0,0.0,0.0
tile_9,0.00015085237865764749,0.0,0.0,0.00010164695080793309,0.0,0.0,0.0,7.579789393578587e-05,0.0,0.0,0.0,0.0
