building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.0,0.0,0.0003484838399999,0.0,0.0,0.0041435744554455,0.0,0.0,0.0
shm_Grenoble,0.0188405494897959,0.0,0.0195855471872756,0.0,0.0,0.2592985145243629,0.0,0.0,0.0
shm_Swiss,0.0047586425,0.0,0.002660395,0.0,0.0,0.001214265,0.0,0.0,0.0
tile_1,0.7146546977445077,0.0,0.0030581730898991,0.0,0.0,0.0362585930756638,0.0,0.0,0.0
tile_2,3.477818918019099,0.0,0.0229095228649404,0.0,0.0,0.1891329304460298,0.0,0.0,0.0
tile_3,0.0017041325181031,0.0,0.0002896425048615,0.0,0.0,0.000339058698151,0.0,0.0,0.0
tile_4,0.0315682794585799,0.0,0.0023356032359925,0.0,0.0,0.0039352071121663,0.0,0.0,0.0
tile_5,0.8028641298368708,0.0,0.00965462040481,0.0,0.0,0.0532279320582973,0.0,0.0,0.0
tile_6,0.3345658050475544,0.0,0.0126650157376165,0.0,0.0,0.0349343807979887,0.0,0.0,0.0
tile_7,0.2234715843115167,0.0,0.0086466193966182,0.0,0.0,0.0236639238000512,0.0,0.0,0.0
tile_8,0.9382535430783084,0.0,0.0059364442196094,0.0,0.0,0.0419366868392915,0.0,0.0,0.0
tile_9,2.4200850913321457,0.0,0.0184825617909411,0.0,0.0,0.1494267316578385,0.0,0.0,0.0
