building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,1.1201522993320579e-10,0.0,0.0,5.64957055441163e-08,0.0,0.0,0.0,2.0782494504067093e-07,0.0,0.0,0.0,0.0
shm_Grenoble,2.493461475376562e-08,0.0,0.0,3.367556034088892e-06,0.0,0.0,0.0,7.643759746108495e-06,0.0,0.0,0.0,0.0
shm_Swiss,1.1103097066722942e-08,0.0,0.0,2.5340188273303185e-08,0.0,0.0,0.0,4.2786520117576475e-08,0.0,0.0,0.0,0.0
tile_1,6.843511185414409e-06,0.0,0.0,2.2878703110149443e-06,0.0,0.0,0.0,2.2152885992002623e-06,0.0,0.0,0.0,0.0
tile_2,5.201258228652602e-05,0.0,0.0,1.6455546005418918e-05,0.0,0.0,0.0,1.625338589220435e-05,0.0,0.0,0.0,0.0
tile_3,3.2094826057766956e-09,0.0,0.0,2.7223496910599342e-09,0.0,0.0,0.0,2.559205925621493e-09,0.0,0.0,0.0,0.0
tile_4,1.421776428182397e-07,0.0,0.0,8.793647130378359e-08,0.0,0.0,0.0,1.0923718906913225e-07,0.0,0.0,0.0,0.0
tile_5,7.280104428451829e-06,0.0,0.0,2.4901900510112125e-06,0.0,0.0,0.0,2.679520694465761e-06,0.0,0.0,0.0,0.0
tile_6,3.898338643220327e-06,0.0,0.0,1.79086377282167e-06,0.0,0.0,0.0,2.516531309276451e-06,0.0,0.0,0.0,0.0
tile_7,1.4993510762357292e-06,0.0,0.0,7.989554868630998e-07,0.0,0.0,0.0,1.1199667001062323e-06,0.0,0.0,0.0,0.0
tile_8,1.4520254558037332e-05,0.0,0.0,4.139014458727404e-06,0.0,0.0,0.0,3.622269874192605e-06,0.0,0.0,0.0,0.0
tile_9,2.3056537897589684e-05,0.0,0.0,7.717151292256007e-06,0.0,0.0,0.0,8.215289617906033e-06,0.0,0.0,0.0,0.0
