building_id,forecast_2016_08_24T00_00_00day,forecast_2016_08_24T01_36_33day,forecast_2016_08_24T02_33_29day,forecast_2016_10_26T00_00_00day,forecast_2016_10_26T17_10_37day,forecast_2016_10_26T19_18_08day,forecast_2016_10_30T06_40_18day,forecast_2017_01_18T00_00_00day,forecast_2017_01_18T09_25_41day,forecast_2017_01_18T10_14_10day,forecast_2017_01_18T10_25_24day,forecast_2017_01_18T13_33_37day
shm_Budva,0.0001082338211574472,0.05222242721767903,1.6570761653620487,1.4503627078060544,1.4614682876874932,1.4716244135187402,1.5344448497637724,1.450698306057885,3.095583076687396,3.3650772209981055,4.1065883479437275,4.588302451495932
shm_Grenoble,0.00037669700908658625,7.555769901937663,7.91229901659529,7.34860086329759,7.383456092169258,7.4125812076281035,15.6875478928541,15.508069219759346,15.929793481173851,16.433940812893375,18.329596191893195,19.275782235579204
shm_Swiss,0.0044396356863345855,5.096829860863729,5.234913722663553,5.000386344905031,5.01295790773423,5.023488153667556,5.091634235641034,5.00074300595649,5.197629247479652,52.28036204664607,75.0730512454993,80.04732966655955
tile_1,0.004448221570558963,21.061874424545824,22.408537028410013,21.226131346063468,21.6964460956432,24.534039809740374,47.43612362948378,47.0857283780379,60.639781238365444,84.43622555589178,92.78357155372255,94.29666406542313
tile_2,0.005810946612907874,20.31070589078064,21.579969617191182,20.36952054559458,20.77456332856333,23.708999175634247,47.873968032878814,47.50433916723231,62.524114134409935,86.49852471965086,94.47456314796186,95.93354810674442
tile_3,2.6141363456168746e-05,0.35744943564162324,0.3928769129912752,0.3126945595703096,0.3167049615755068,0.3230248230152983,0.7114177130081566,0.656743983415098,0.8200606091306883,2.952531056290744,4.051472131391695,4.2889804754683345
tile_4,0.00010615153853787014,1.2686732840277601,1.3619324046727304,1.194529292968293,1.2061185105774699,1.2253391817403487,2.6703513563960803,2.5846942117038396,3.2431661024550085,10.508006688991548,14.68699226045439,15.511356894920972
tile_5,0.0013337320948874464,5.693453128440199,6.0283341031299615,5.627280454751177,5.71027728712009,6.306053600785237,13.040396987284025,12.891609915632877,16.945845241183207,29.23694228806561,34.9115892338367,35.87466201990184
tile_6,0.0013772241938707886,7.575862521103799,7.9500350511538365,7.428139018655802,7.485875832922119,7.992712225448343,18.16732694794543,17.975031522118833,25.23704051136927,50.45367829996778,65.67548099414047,68.9145577826403
tile_7,0.0001689494262937862,1.7884365014435903,1.8990789359068923,1.7015698475281664,1.7123818565441817,1.7392784186046357,3.887944413905662,3.7953532267132988,4.8813275868168855,14.635503921823133,20.595799037293457,21.682685082932068
tile_8,0.003703616529964227,13.081887112726198,13.933025133367233,13.124381748086586,13.401245411255244,15.368555186594993,30.183416911335648,29.936861385586504,38.52323542462775,52.85082417668073,57.78212688556377,58.64130479227661
tile_9,0.004347969588800191,16.35699091663056,17.298324342105442,16.327134067535436,16.596808492575622,18.669747736434232,38.32331986958001,38.01415957616791,50.6394533309645,73.75051692537693,82.3905404911703,84.00464023038677
