building_id,Central_Italy_EQ_01,Central_Italy_EQ_02,Central_Italy_EQ_03,Central_Italy_EQ_04,Central_Italy_EQ_05,Central_Italy_EQ_06,Central_Italy_EQ_07,Central_Italy_EQ_08,Central_Italy_EQ_09
shm_Budva,0.0,1.4500000000000002,0.0,0.0,0.0,1.421287128712871,0.0,0.0,0.0
shm_Grenoble,7.346938775510198,0.0,0.0,0.0,8.158111729540304,0.0,0.0,0.5555555555555536,0.15151515151515937
shm_Swiss,5.0,0.0,0.0,0.0,0.0,0.0,46.7,22.5,4.900000000000006
tile_1,20.632962857355995,0.5885451204665628,0.38962098493744435,2.773647902250662,22.69379268450939,13.074300487405253,23.78837704488754,8.273045834576052,1.527657293155528
tile_2,19.879562647736275,0.4852563314541136,0.3223572914793422,2.86208597373869,23.94721152656447,14.515922308812236,24.016200087506483,7.943409646184435,1.4685324817141634
tile_3,0.31265525193645777,2.1574530824020055e-05,9.162577098709157e-06,0.0008804078920505165,0.34314423021442825,0.10522190368993822,2.054317593728379,0.8869848358503436,0.060925911806987365
tile_4,1.1905367919933998,0.003905464010463655,0.002985016812050878,0.011379632442823917,1.3757002273566181,0.5061456170007839,7.0487224244775515,3.602947999302412,0.4478199531163636
tile_5,5.536754406251532,0.08948097562618518,0.058426766888759474,0.5746118626482097,6.630423234043492,3.802338015899478,12.119580503556449,5.194181257166566,0.6559190558286332
tile_6,7.379974348703604,0.04700305696241358,0.02797127927401366,0.48447975883214944,10.03255340308555,6.784270407088897,24.793849950745773,14.43536556195653,2.901876035205909
tile_7,1.700227000421348,0.001211859451050623,0.0007078899174950415,0.018350620388363215,2.0745344926749625,0.8938406160826324,9.485585230914069,5.247718961850147,0.642586925298442
tile_8,12.784646528118262,0.3366845286713165,0.22190797596696754,1.9190382085180477,14.669998261701258,8.278906045418456,14.288727274415649,4.6850650339119895,0.6970547141074803
tile_9,16.008661457633437,0.31499752373512635,0.20556805231307962,2.0182328673663683,19.46034037930453,12.14731838159178,23.073509926766754,8.495127646024585,1.559653905831638
